Site,Type,Date,Number,Class,Site,Item,Qty,Amount,Balance
,Invoice,2025-10-20,CR/INV/2526/08078,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.500,"2,407.20","17,201,140.72"
,Invoice,2025-10-20,CR/INV/2526/08079,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"2,027.12","17,203,167.84"
,Invoice,2025-10-20,CR/INV/2526/08080,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","17,204,688.18"
,Cash Sales,2025-10-20,CASH/INV/2425/02334,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,633.829,"160,605.87","17,365,294.05"
,Cash Sales,2025-10-20,CASH/INV/2425/02338,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,150.710,"38,188.41","17,403,482.46"
,Cash Sales,2025-10-20,CASH/INV/2425/02340,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1063.017,"269,357.97","17,672,840.42"
,Cash Sales,2025-10-20,CASH/INV/2425/02345,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,403.219,"102,171.60","17,775,012.03"
,Invoice,2025-10-21,CR/INV/2526/08085,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,232.441,"58,898.31","17,833,910.33"
,Invoice,2025-10-21,CR/INV/2526/08086,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.344,847.46,"17,834,757.79"
,Invoice,2025-10-21,CR/INV/2526/08087,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.580,"2,427.48","17,837,185.26"
,Invoice,2025-10-21,CR/INV/2526/08088,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,210.134,"53,245.76","17,890,431.03"
,Invoice,2025-10-21,CR/INV/2526/08089,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,18.900,"4,789.07","17,895,220.10"
,Invoice,2025-10-21,CR/INV/2526/08106,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,630.869,"159,855.93","18,055,076.03"
,Invoice,2025-10-21,CR/INV/2526/08107,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,101.003,"25,593.22","18,080,669.25"
,Cash Sales,2025-10-21,CASH/INV/2425/02350,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,588.024,"148,999.46","18,229,668.71"
,Cash Sales,2025-10-21,CASH/INV/2425/02351,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,119.196,"30,203.17","18,259,871.87"
,Cash Sales,2025-10-21,CASH/INV/2425/02356,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1443.991,"365,892.84","18,625,764.71"
,Cash Sales,2025-10-21,CASH/INV/2425/02357,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,429.927,"108,939.14","18,734,703.85"
,Invoice,2025-10-22,CR/INV/2526/08125,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.000,"7,601.70","18,742,305.54"
,Invoice,2025-10-22,CR/INV/2526/08126,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"18,742,812.32"
,Invoice,2025-10-22,CR/INV/2526/08127,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,23.746,"6,016.95","18,748,829.27"
,Invoice,2025-10-22,CR/INV/2526/08128,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,158.428,"40,144.07","18,788,973.34"
,Invoice,2025-10-22,CR/INV/2526/08129,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"18,789,480.12"
,Invoice,2025-10-22,CR/INV/2526/08137,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,360.027,"91,227.12","18,880,707.24"
,Invoice,2025-10-22,CR/INV/2526/08138,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,59.532,"15,084.75","18,895,791.99"
,Cash Sales,2025-10-22,CASH/INV/2425/02366,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,90.504,"22,932.86","18,918,724.85"
,Cash Sales,2025-10-22,CASH/INV/2425/02367,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,671.132,"170,058.14","19,088,782.99"
,Cash Sales,2025-10-22,CASH/INV/2425/02372,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1841.562,"466,633.33","19,555,416.33"
,Invoice,2025-10-23,CR/INV/2526/08157,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,359.973,"91,213.56","19,646,629.88"
,Invoice,2025-10-23,CR/INV/2526/08158,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.692,"1,949.15","19,648,579.04"
,Invoice,2025-10-23,CR/INV/2526/08175,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,494.287,"125,247.46","19,773,826.50"
,Invoice,2025-10-23,CR/INV/2526/08176,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,89.197,"22,601.70","19,796,428.19"
,Invoice,2025-10-23,CR/INV/2526/08177,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,100.826,"25,548.31","19,821,976.50"
,Invoice,2025-10-23,CR/INV/2526/08178,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","19,823,496.83"
,Invoice,2025-10-23,CR/INV/2526/08179,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,533.90","19,826,030.73"
,Invoice,2025-10-23,CR/INV/2526/08180,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.709,"2,713.56","19,828,744.29"
,Cash Sales,2025-10-23,CASH/INV/2425/02377,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,158.715,"40,216.72","19,868,961.01"
,Cash Sales,2025-10-23,CASH/INV/2425/02383,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,82.290,"20,851.47","19,889,812.48"
,Cash Sales,2025-10-23,CASH/INV/2425/02386,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1406.805,"356,470.43","20,246,282.91"
,Cash Sales,2025-10-23,CASH/INV/2425/02387,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,133.425,"33,808.55","20,280,091.46"
,Invoice,2025-10-24,CR/INV/2526/08197,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,642.408,"162,779.66","20,442,871.12"
,Invoice,2025-10-24,CR/INV/2526/08198,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.679,932.2,"20,443,803.32"
,Invoice,2025-10-24,CR/INV/2526/08199,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,69.632,"17,644.07","20,461,447.39"
,Invoice,2025-10-24,CR/INV/2526/08200,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,20.067,"5,084.75","20,466,532.14"
,Invoice,2025-10-24,CR/INV/2526/08201,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","20,468,052.48"
,Invoice,2025-10-24,CR/INV/2526/08202,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"2,027.12","20,470,079.60"
,Invoice,2025-10-24,CR/INV/2526/08203,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","20,471,599.94"
,Invoice,2025-10-24,CR/INV/2526/08204,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"2,027.12","20,473,627.05"
,Invoice,2025-10-24,CR/INV/2526/08205,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.410,"1,624.23","20,475,251.28"
,Invoice,2025-10-24,CR/INV/2526/08206,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,139.030,"35,228.81","20,510,480.10"
,Invoice,2025-10-24,CR/INV/2526/08207,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"20,510,986.88"
,Invoice,2025-10-24,CR/INV/2526/08208,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,533.90","20,513,520.78"
,Invoice,2025-10-24,CR/INV/2526/08239,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,503.936,"127,692.37","20,641,213.15"
,Invoice,2025-10-24,CR/INV/2526/08240,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,70.257,"17,802.54","20,659,015.69"
,Invoice,2025-10-24,CR/INV/2526/08257,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,245.154,"62,119.49","20,721,135.18"
,Invoice,2025-10-24,CR/INV/2526/08258,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.000,"7,601.70","20,728,736.88"
,Credit Memo,2025-10-24,CRN/2526/00024,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,-10.000,"-2,533.90","20,726,202.98"
,Cash Sales,2025-10-24,CASH/INV/2425/02393,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,547.695,"138,780.32","20,864,983.30"
,Cash Sales,2025-10-24,CASH/INV/2425/02395,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,243.040,"61,583.91","20,926,567.21"
,Cash Sales,2025-10-24,CASH/INV/2425/02401,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1413.526,"358,173.46","21,284,740.66"
,Cash Sales,2025-10-24,CASH/INV/2425/02406,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,639.766,"162,110.39","21,446,851.05"
,Invoice,2025-10-25,CR/INV/2526/08266,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,69.063,"17,500.00","21,464,351.05"
,Invoice,2025-10-25,CR/INV/2526/08276,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,237.960,"60,296.61","21,524,647.66"
,Invoice,2025-10-25,CR/INV/2526/08277,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,14.147,"3,584.75","21,528,232.41"
,Invoice,2025-10-25,CR/INV/2526/08278,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,20.740,"5,255.31","21,533,487.72"
,Invoice,2025-10-25,CR/INV/2526/08292,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,422.144,"106,966.95","21,640,454.66"
,Invoice,2025-10-25,CR/INV/2526/08293,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.000,760.17,"21,641,214.83"
,Cash Sales,2025-10-25,CASH/INV/2425/02410,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,171.027,"43,336.41","21,684,551.24"
,Cash Sales,2025-10-25,CASH/INV/2425/02414,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,785.433,"199,020.91","21,883,572.15"
,Cash Sales,2025-10-25,CASH/INV/2425/02420,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,233.480,"59,161.50","21,942,733.65"
,Cash Sales,2025-10-25,CASH/INV/2425/02422,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1600.026,"405,430.71","22,348,164.36"
,Invoice,2025-10-26,CR/INV/2526/08298,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,157.632,"39,942.37","22,388,106.73"
,Invoice,2025-10-26,CR/INV/2526/08299,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,210.712,"53,392.37","22,441,499.11"
,Invoice,2025-10-26,CR/INV/2526/08300,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,20.000,"5,067.80","22,446,566.90"
,Invoice,2025-10-26,CR/INV/2526/08305,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,407.291,"103,203.39","22,549,770.29"
,Invoice,2025-10-26,CR/INV/2526/08306,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,45.552,"11,542.37","22,561,312.67"
,Invoice,2025-10-26,CR/INV/2526/08309,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,66.522,"16,855.93","22,578,168.60"
,Invoice,2025-10-26,CR/INV/2526/08310,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,32.000,"8,108.48","22,586,277.07"
,Cash Sales,2025-10-26,CASH/INV/2425/02426,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,262.718,"66,570.11","22,652,847.18"
,Cash Sales,2025-10-26,CASH/INV/2425/02427,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,587.758,"148,931.94","22,801,779.12"
,Cash Sales,2025-10-26,CASH/INV/2425/02433,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1395.197,"353,529.09","23,155,308.22"
,Cash Sales,2025-10-26,CASH/INV/2425/02436,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,631.918,"160,121.79","23,315,430.00"
,Invoice,2025-10-27,CR/INV/2526/08311,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,333.779,"84,576.27","23,400,006.28"
,Invoice,2025-10-27,CR/INV/2526/08312,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,22.241,"5,635.59","23,405,641.87"
,Invoice,2025-10-27,CR/INV/2526/08313,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"2,027.12","23,407,668.99"
,Invoice,2025-10-27,CR/INV/2526/08338,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,273.244,"69,237.29","23,476,906.28"
,Invoice,2025-10-27,CR/INV/2526/08339,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,50.167,"12,711.86","23,489,618.14"
,Invoice,2025-10-27,CR/INV/2526/08343,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,431.655,"109,377.12","23,598,995.26"
,Invoice,2025-10-27,CR/INV/2526/08344,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,17.592,"4,457.63","23,603,452.89"
,Invoice,2025-10-27,CR/INV/2526/08345,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,99.431,"25,194.92","23,628,647.80"
,Invoice,2025-10-27,CR/INV/2526/08346,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,35.000,"8,868.64","23,637,516.44"
,Invoice,2025-10-27,CR/INV/2526/08347,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","23,639,036.78"
,Cash Sales,2025-10-27,CASH/INV/2425/02439,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,517.050,"131,015.35","23,770,052.13"
,Cash Sales,2025-10-27,CASH/INV/2425/02447,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,474.999,"120,359.96","23,890,412.09"
,Cash Sales,2025-10-27,CASH/INV/2425/02450,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1604.013,"406,440.81","24,296,852.89"
,Cash Sales,2025-10-27,CASH/INV/2425/02451,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,143.939,"36,472.62","24,333,325.51"
,Invoice,2025-10-28,CR/INV/2526/08350,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,134.448,"34,067.80","24,367,393.31"
,Invoice,2025-10-28,CR/INV/2526/08351,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.361,"2,118.64","24,369,511.95"
,Invoice,2025-10-28,CR/INV/2526/08352,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,430.401,"109,059.32","24,478,571.28"
,Invoice,2025-10-28,CR/INV/2526/08353,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.689,"1,694.92","24,480,266.19"
,Invoice,2025-10-28,CR/INV/2526/08354,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,11.000,"2,787.29","24,483,053.48"
,Invoice,2025-10-28,CR/INV/2526/08364,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,264.281,"66,966.10","24,550,019.58"
,Invoice,2025-10-28,CR/INV/2526/08365,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,25.770,"6,529.86","24,556,549.44"
,Invoice,2025-10-28,CR/INV/2526/08379,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,550.929,"139,600.00","24,696,149.44"
,Invoice,2025-10-28,CR/INV/2526/08380,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,65.217,"16,525.42","24,712,674.86"
,Invoice,2025-10-28,CR/INV/2526/08381,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,28.540,"7,231.75","24,719,906.61"
,Cash Sales,2025-10-28,CASH/INV/2425/02455,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,273.461,"69,292.21","24,789,198.82"
,Cash Sales,2025-10-28,CASH/INV/2425/02456,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,612.970,"155,320.47","24,944,519.28"
,Cash Sales,2025-10-28,CASH/INV/2425/02459,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,405.169,"102,665.84","25,047,185.12"
,Cash Sales,2025-10-28,CASH/INV/2425/02464,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1524.133,"386,200.13","25,433,385.25"
,Invoice,2025-10-29,CR/INV/2526/08396,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,521.378,"132,111.86","25,565,497.11"
,Invoice,2025-10-29,CR/INV/2526/08397,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,50.836,"12,881.36","25,578,378.47"
,Invoice,2025-10-29,CR/INV/2526/08398,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,533.90","25,580,912.37"
,Invoice,2025-10-29,CR/INV/2526/08400,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,116.405,"29,495.76","25,610,408.13"
,Invoice,2025-10-29,CR/INV/2526/08401,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,266.95","25,611,675.08"
,Invoice,2025-10-29,CR/INV/2526/08412,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,275.234,"69,741.53","25,681,416.61"
,Invoice,2025-10-29,CR/INV/2526/08413,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,42.883,"10,866.10","25,692,282.71"
,Invoice,2025-10-29,CR/INV/2526/08414,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,266.95","25,693,549.66"
,Invoice,2025-10-29,CR/INV/2526/08425,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,374.324,"94,850.00","25,788,399.66"
,Invoice,2025-10-29,CR/INV/2526/08426,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,25.251,"6,398.31","25,794,797.96"
,Cash Sales,2025-10-29,CASH/INV/2425/02469,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,609.616,"154,470.69","25,949,268.65"
,Cash Sales,2025-10-29,CASH/INV/2425/02472,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,108.205,"27,418.17","25,976,686.82"
,Cash Sales,2025-10-29,CASH/INV/2425/02475,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,844.673,"214,031.73","26,190,718.55"
,Cash Sales,2025-10-29,CASH/INV/2425/02480,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1632.185,"413,579.36","26,604,297.91"
,Invoice,2025-10-30,CR/INV/2526/08444,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,123.043,"31,177.97","26,635,475.88"
,Invoice,2025-10-30,CR/INV/2526/08445,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,35.000,"8,868.64","26,644,344.52"
,Invoice,2025-10-30,CR/INV/2526/08458,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,508.378,"128,817.80","26,773,162.32"
,Invoice,2025-10-30,CR/INV/2526/08459,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,22.829,"5,784.75","26,778,947.06"
,Invoice,2025-10-30,CR/INV/2526/08460,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,206.187,"52,245.76","26,831,192.83"
,Invoice,2025-10-30,CR/INV/2526/08461,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.344,847.46,"26,832,040.28"
,Invoice,2025-10-30,CR/INV/2526/08462,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,115.100,"29,165.25","26,861,205.54"
,Cash Sales,2025-10-30,CASH/INV/2425/02484,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,315.007,"79,819.53","26,941,025.06"
,Cash Sales,2025-10-30,CASH/INV/2425/02490,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1454.413,"368,533.71","27,309,558.77"
,Cash Sales,2025-10-30,CASH/INV/2425/02491,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,787.298,"199,493.53","27,509,052.31"
,Cash Sales,2025-10-30,CASH/INV/2425/02492,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,319.340,"80,917.50","27,589,969.81"
,Invoice,2025-10-31,CR/INV/2526/08481,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,265.274,"67,217.80","27,657,187.61"
,Invoice,2025-10-31,CR/INV/2526/08482,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,20.067,"5,084.75","27,662,272.35"
,Invoice,2025-10-31,CR/INV/2526/08483,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,32.910,"8,339.06","27,670,611.41"
,Invoice,2025-10-31,CR/INV/2526/08493,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,67.538,"17,113.56","27,687,724.97"
,Invoice,2025-10-31,CR/INV/2526/08494,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,43.000,"10,895.76","27,698,620.73"
,Invoice,2025-10-31,CR/INV/2526/08505,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,147.659,"37,415.25","27,736,035.99"
,Invoice,2025-10-31,CR/INV/2526/08506,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.000,760.17,"27,736,796.16"
,Invoice,2025-10-31,CR/INV/2526/08528,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,432.722,"109,647.46","27,846,443.61"
,Invoice,2025-10-31,CR/INV/2526/08529,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,61.615,"15,612.71","27,862,056.33"
,Invoice,2025-10-31,CR/INV/2526/08530,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,80.000,"20,271.19","27,882,327.51"
,Cash Sales,2025-10-31,CASH/INV/2425/02499,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,807.219,"204,541.25","28,086,868.76"
,Cash Sales,2025-10-31,CASH/INV/2425/02502,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,251.612,"63,755.86","28,150,624.62"
,Cash Sales,2025-10-31,CASH/INV/2425/02505,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,470.961,"119,336.86","28,269,961.49"
,Cash Sales,2025-10-31,CASH/INV/2425/02508,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1634.603,"414,191.95","28,684,153.43"
Petrol Tank 03,Invoice,2025-10-01,CR/INV/2526/07324,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,106.597,"30,262.71","30,262.71"
,Invoice,2025-10-01,CR/INV/2526/07325,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,59.000,"16,750.00","47,012.71"
,Cash Sales,2025-10-01,CASH/INV/2425/02049,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,25.970,"7,372.83","54,385.54"
,Cash Sales,2025-10-01,CASH/INV/2425/02052,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,4.403,"1,249.95","55,635.49"
,Cash Sales,2025-10-01,CASH/INV/2425/02054,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,44.010,"12,494.35","68,129.84"
,Cash Sales,2025-10-01,CASH/INV/2425/02062,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,318.000,"90,279.57","158,409.41"
,Invoice,2025-10-02,CR/INV/2526/07367,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,31.791,"9,025.42","167,434.83"
,Invoice,2025-10-02,CR/INV/2526/07387,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,15.000,"4,258.48","171,693.31"
,Cash Sales,2025-10-02,CASH/INV/2425/02070,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,8.209,"2,330.50","174,023.81"
,Cash Sales,2025-10-02,CASH/INV/2425/02073,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,34.660,"9,839.91","183,863.71"
,Cash Sales,2025-10-02,CASH/INV/2425/02080,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,452.000,"128,321.89","312,185.60"
,Invoice,2025-10-03,CR/INV/2526/07420,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,54.000,"15,330.51","327,516.11"
,Invoice,2025-10-03,CR/INV/2526/07454,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,47.500,"13,485.17","341,001.28"
,Cash Sales,2025-10-03,CASH/INV/2425/02088,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,254.000,"72,110.08","413,111.36"
,Cash Sales,2025-10-03,CASH/INV/2425/02099,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,158.500,"44,997.82","458,109.18"
,Cash Sales,2025-10-04,CASH/INV/2425/02096,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,17.900,"5,081.77","463,190.95"
,Cash Sales,2025-10-04,CASH/INV/2425/02098,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,96.000,"27,254.21","490,445.16"
,Cash Sales,2025-10-04,CASH/INV/2425/02103,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,6.000,"1,703.39","492,148.55"
,Cash Sales,2025-10-04,CASH/INV/2425/02107,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,208.000,"59,050.79","551,199.34"
,Cash Sales,2025-10-05,CASH/INV/2425/02108,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,175.000,"49,682.15","600,881.49"
,Cash Sales,2025-10-05,CASH/INV/2425/02114,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,14.490,"4,113.68","604,995.17"
,Cash Sales,2025-10-05,CASH/INV/2425/02116,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,403.000,"114,410.89","719,406.06"
,Invoice,2025-10-06,CR/INV/2526/07507,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,139.284,"39,542.37","758,948.43"
,Cash Sales,2025-10-06,CASH/INV/2425/02120,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,3.716,"1,055.04","760,003.48"
,Cash Sales,2025-10-06,CASH/INV/2425/02124,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,12.000,"3,406.78","763,410.26"
,Cash Sales,2025-10-06,CASH/INV/2425/02128,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,280.000,"79,491.44","842,901.70"
,Cash Sales,2025-10-06,CASH/INV/2425/02129,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,76.420,"21,695.48","864,597.18"
,Invoice,2025-10-07,CR/INV/2526/07569,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,20.000,"5,677.97","870,275.15"
,Cash Sales,2025-10-07,CASH/INV/2425/02133,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,70.000,"19,872.86","890,148.00"
