tank_name,Type,timestamp,Number,Class,tank_name2,fuel_type,qty,Amount,balance,tank_id,station_id
Petrol Tank 03,Cash Sales,2025-10-01,CASH/INV/2425/02054,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,44.01,"12,494.35",68129.84,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-01,CASH/INV/2425/02062,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,318.0,"90,279.57",158409.41,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-02,CR/INV/2526/07367,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,31.791,"9,025.42",167434.83,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-02,CR/INV/2526/07387,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,15.0,"4,258.48",171693.31,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-02,CASH/INV/2425/02070,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,8.209,"2,330.50",174023.81,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-02,CASH/INV/2425/02073,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,34.66,"9,839.91",183863.71,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-02,CASH/INV/2425/02080,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,452.0,"128,321.89",312185.6,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-03,CR/INV/2526/07420,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,54.0,"15,330.51",327516.11,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-03,CR/INV/2526/07454,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,47.5,"13,485.17",341001.28,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-03,CASH/INV/2425/02088,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,254.0,"72,110.08",413111.36,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-03,CASH/INV/2425/02099,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,158.5,"44,997.82",458109.18,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-04,CASH/INV/2425/02096,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,17.9,"5,081.77",463190.95,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-04,CASH/INV/2425/02098,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,96.0,"27,254.21",490445.16,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-04,CASH/INV/2425/02103,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,6.0,"1,703.39",492148.55,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-04,CASH/INV/2425/02107,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,208.0,"59,050.79",551199.34,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-05,CASH/INV/2425/02108,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,175.0,"49,682.15",600881.49,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-05,CASH/INV/2425/02114,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,14.49,"4,113.68",604995.17,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-05,CASH/INV/2425/02116,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,403.0,"114,410.89",719406.06,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-06,CR/INV/2526/07507,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,139.284,"39,542.37",758948.43,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-06,CASH/INV/2425/02120,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,3.716,"1,055.04",760003.48,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-06,CASH/INV/2425/02124,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,12.0,"3,406.78",763410.26,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-06,CASH/INV/2425/02128,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,280.0,"79,491.44",842901.7,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-06,CASH/INV/2425/02129,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,76.42,"21,695.48",864597.18,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-07,CR/INV/2526/07569,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,20.0,"5,677.97",870275.15,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-07,CASH/INV/2425/02133,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,70.0,"19,872.86",890148.0,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-07,CASH/INV/2425/02145,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,322.0,"91,415.15",981563.15,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-07,CASH/INV/2425/02165,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,48.64,"13,808.80",995371.95,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-08,CASH/INV/2425/02163,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,10.44,"2,963.90",998335.85,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-08,CASH/INV/2425/02166,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,158.0,"44,855.88",1043191.73,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-08,CASH/INV/2425/02168,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,158.0,"44,855.88",1088047.61,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-08,CASH/INV/2425/02174,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,5.97,"1,694.87",1089742.48,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-09,CR/INV/2526/07656,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,59.0,"16,750.00",1106492.48,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-09,CR/INV/2526/07657,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,244.141,"69,311.02",1175803.5,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-09,CR/INV/2526/07658,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,111.164,"31,559.32",1207362.82,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-09,CASH/INV/2425/02157,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,14.92,"4,235.75",1211598.58,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-09,CASH/INV/2425/02160,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,44.0,"12,491.51",1224090.09,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-09,CASH/INV/2425/02176,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,198.97,"56,487.19",1280577.27,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-09,CASH/INV/2425/02181,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,269.695,"76,565.89",1357143.16,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-10,CR/INV/2526/07684,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,47.0,"13,343.22",1370486.38,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-10,CR/INV/2526/07685,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,15.0,"4,258.48",1374744.86,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-10,CASH/INV/2425/02183,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,29.85,"8,474.36",1383219.21,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-10,CASH/INV/2425/02186,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,199.0,"56,495.70",1439714.92,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-10,CASH/INV/2425/02192,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,233.0,"66,148.21",1505863.13,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-10,CASH/INV/2425/02196,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,17.9,"5,081.77",1510944.9,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-11,CR/INV/2526/07721,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,55.0,"15,614.41",1526559.31,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-11,CASH/INV/2425/02201,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,249.0,"70,690.60",1597249.91,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-11,CASH/INV/2425/02209,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,185.0,"52,521.11",1649771.02,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-12,CASH/INV/2425/02211,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,104.0,"29,525.39",1679296.41,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-12,CASH/INV/2425/02220,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,34.92,"9,913.72",1689210.13,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-12,CASH/INV/2425/02222,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,346.0,"98,228.71",1787438.84,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-13,CR/INV/2526/07778,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,31.93,"9,064.87",1796503.71,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-13,CR/INV/2526/07783,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,12.0,"3,406.78",1799910.49,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-13,CASH/INV/2425/02234,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,172.07,"48,850.32",1848760.81,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-13,CASH/INV/2425/02236,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,51.92,"14,739.98",1863500.8,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-13,CASH/INV/2425/02239,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,219.0,"62,173.66",1925674.46,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-14,CASH/INV/2425/02243,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,119.0,"33,783.86",1959458.32,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-14,CASH/INV/2425/02251,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,344.0,"97,660.92",2057119.24,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-15,CASH/INV/2425/02260,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,14.97,"4,249.95",2061369.19,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-15,CASH/INV/2425/02261,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,157.0,"44,571.98",2105941.17,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-15,CASH/INV/2425/02271,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,324.0,"91,982.95",2197924.12,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-16,CR/INV/2526/07932,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,54.68,"15,523.56",2213447.68,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-16,CR/INV/2526/07933,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,10.0,"2,838.98",2216286.66,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-16,CASH/INV/2425/02266,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,107.0,"30,377.09",2246663.75,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-16,CASH/INV/2425/02284,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,343.32,"97,467.84",2344131.58,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-16,CASH/INV/2425/02287,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,13.31,"3,778.69",2347910.27,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-17,CR/INV/2526/07949,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,38.72,"10,992.54",2358902.81,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-17,CR/INV/2526/07974,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,10.0,"2,838.98",2361741.8,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-17,CASH/INV/2425/02293,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,319.28,"90,642.94",2452384.74,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-17,CASH/INV/2425/02298,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,46.75,"13,272.23",2465656.97,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-17,CASH/INV/2425/02299,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,443.0,"125,766.81",2591423.78,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-18,CASH/INV/2425/02308,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,25.82,"7,330.25",2598754.03,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-18,CASH/INV/2425/02312,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,313.0,"88,860.08",2687614.1,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-18,CASH/INV/2425/02315,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,149.0,"42,300.81",2729914.91,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-19,CASH/INV/2425/02324,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,14.92,"4,235.75",2734150.66,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-19,CASH/INV/2425/02325,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,163.0,"46,275.37",2780426.03,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-19,CASH/INV/2425/02327,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,258.0,"73,245.69",2853671.72,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-19,CASH/INV/2425/02328,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,46.26,"13,133.12",2866804.84,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-20,CR/INV/2526/08049,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,48.83,"13,862.71",2880667.55,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-20,CR/INV/2526/08050,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,5.97,"1,694.92",2882362.47,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-20,CR/INV/2526/08074,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,80.0,"22,711.86",2905074.33,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-20,CR/INV/2526/08075,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,54.09,"15,356.06",2920430.39,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-20,CR/INV/2526/08076,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,15.0,"4,258.48",2924688.86,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-20,CASH/INV/2425/02335,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,0.2,56.76,2924745.63,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-20,CASH/INV/2425/02336,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,14.92,"4,235.75",2928981.38,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-20,CASH/INV/2425/02344,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,268.91,"76,342.97",3005324.35,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-20,CASH/INV/2425/02347,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,14.92,"4,235.75",3009560.1,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-21,CR/INV/2526/08090,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,121.045,"34,364.41",3043924.51,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-21,CASH/INV/2425/02352,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,2.955,838.95,3044763.46,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-21,CASH/INV/2425/02359,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,62.88,"17,851.51",3062614.96,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-21,CASH/INV/2425/02361,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,352.0,"99,932.09",3162547.06,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-22,CR/INV/2526/08139,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,15.0,"4,258.48",3166805.53,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-22,CASH/INV/2425/02370,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,5.97,"1,694.87",3168500.41,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-22,CASH/INV/2425/02373,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,274.0,"77,788.05",3246288.46,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-22,CASH/INV/2425/02379,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,145.0,"41,165.21",3287453.67,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-23,CR/INV/2526/08184,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,44.0,"12,491.53",3299945.19,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-23,CASH/INV/2425/02371,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,128.0,"36,338.94",3336284.13,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-23,CASH/INV/2425/02390,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,313.0,"88,860.06",3425144.19,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-24,CR/INV/2526/08196,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,61.194,"17,372.88",3442517.07,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-24,CR/INV/2526/08241,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,177.654,"50,435.59",3492952.67,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-24,CR/INV/2526/08242,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,9.552,"2,711.86",3495664.53,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-24,CR/INV/2526/08243,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,10.0,"2,838.98",3498503.51,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-24,CASH/INV/2425/02392,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,2.806,796.59,3499300.11,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-24,CASH/INV/2425/02402,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,123.794,"35,144.81",3534444.92,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-25,CR/INV/2526/08271,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,276.624,"78,533.05",3612977.97,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-25,CASH/INV/2425/02412,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,0.376,106.7,3613084.67,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-25,CASH/INV/2425/02417,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,102.0,"28,957.59",3642042.26,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-25,CASH/INV/2425/02423,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,23.79,"6,753.93",3648796.19,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-26,CR/INV/2526/08296,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,85.075,"24,152.54",3672948.73,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-26,CR/INV/2526/08297,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,46.985,"13,338.98",3686287.72,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-26,CASH/INV/2425/02425,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,15.94,"4,525.38",3690813.1,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-26,CASH/INV/2425/02437,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,238.0,"67,567.72",3758380.82,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-27,CR/INV/2526/08330,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,15.0,"4,258.48",3762639.29,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-27,CASH/INV/2425/02441,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,143.0,"40,597.42",3803236.71,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-27,CASH/INV/2425/02445,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,392.0,"111,288.01",3914524.72,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-28,CR/INV/2526/08355,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,37.0,"10,504.24",3925028.95,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-28,CASH/INV/2425/02454,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,24.77,"7,032.15",3932061.11,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-28,CASH/INV/2425/02457,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,494.0,"140,245.60",4072306.71,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-28,CASH/INV/2425/02461,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,90.0,"25,550.82",4097857.53,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-29,CR/INV/2526/08399,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,53.14,"15,086.36",4112943.89,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-29,CASH/INV/2425/02470,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,17.0,"4,826.26",4117770.15,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-29,CASH/INV/2425/02471,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,101.86,"28,917.83",4146687.98,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-29,CASH/INV/2425/02478,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,298.0,"84,601.60",4231289.58,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-30,CR/INV/2526/08457,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,39.4,"11,185.59",4242475.18,Petrol Tank 03,ST001
Petrol Tank 03,Invoice,2025-10-30,CR/INV/2526/08480,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,20.0,"5,677.97",4248153.14,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-30,CASH/INV/2425/02488,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,113.6,"32,250.80",4280403.94,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-30,CASH/INV/2425/02489,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,50.62,"14,370.92",4294774.85,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-30,CASH/INV/2425/02495,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,4.47,"1,269.03",4296043.88,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-30,CASH/INV/2425/02498,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,361.0,"102,487.17",4398531.05,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-31,CASH/INV/2425/02504,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,179.0,"50,817.75",4449348.79,Petrol Tank 03,ST001
Petrol Tank 03,Cash Sales,2025-10-31,CASH/INV/2425/02506,Unclassified,Petrol Tank 03,Lanka Petrol 95 Octane,345.0,"97,944.81",4547293.61,Petrol Tank 03,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07843,Unclassified,Diesel Tank 01,Lanka Auto Diesel,30.0,"7,042.37",3622943.65,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07844,Unclassified,Diesel Tank 01,Lanka Auto Diesel,29.0,"6,807.63",3629751.28,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07845,Unclassified,Diesel Tank 01,Lanka Auto Diesel,66.0,"15,493.22",3645244.5,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07846,Unclassified,Diesel Tank 01,Lanka Auto Diesel,183.52,"43,080.54",3688325.04,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07847,Unclassified,Diesel Tank 01,Lanka Auto Diesel,45.0,"10,563.56",3698888.6,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07848,Unclassified,Diesel Tank 01,Lanka Auto Diesel,39.36,"9,239.59",3708128.19,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07849,Unclassified,Diesel Tank 01,Lanka Auto Diesel,17.31,"4,063.45",3712191.64,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07850,Unclassified,Diesel Tank 01,Lanka Auto Diesel,15.0,"3,521.19",3715712.83,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07851,Unclassified,Diesel Tank 01,Lanka Auto Diesel,15.0,"3,521.19",3719234.02,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-14,CR/INV/2526/07852,Unclassified,Diesel Tank 01,Lanka Auto Diesel,15.0,"3,521.19",3722755.2,Diesel Tank 01,ST001
Diesel Tank 01,Cash Sales,2025-10-14,CASH/INV/2425/02257,Unclassified,Diesel Tank 01,Lanka Auto Diesel,464.028,"108,928.63",3831683.83,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-16,CR/INV/2526/07902,Unclassified,Diesel Tank 01,Lanka Auto Diesel,223.826,"52,542.37",3884226.2,Diesel Tank 01,ST001
Diesel Tank 01,Invoice,2025-10-16,CR/INV/2526/07903,Unclassified,Diesel Tank 01,Lanka Auto Diesel,54.152,"12,711.86",3896938.07,Diesel Tank 01,ST001
